"PRENOM","SEXE","ANNEE_NAISSANCE","OCCURRENCE"
"CASSANDRE","FILLE","2001","7.0"
"CÉLINE","FILLE","2001","7.0"
"CHARLINE","FILLE","2001","7.0"
"CLARISSE","FILLE","2001","7.0"
"CORALIE","FILLE","2001","7.0"
"HÉLOÏSE","FILLE","2001","7.0"
"ILONA","FILLE","2001","7.0"
"LESLIE","FILLE","2001","7.0"
"LUNA","FILLE","2001","7.0"
"NINON","FILLE","2001","7.0"
"ROSE","FILLE","2001","7.0"
"TIPHAINE","FILLE","2001","7.0"
"AMEL","FILLE","2001","6.0"
"CAROLINE","FILLE","2001","6.0"
"CÉLIA","FILLE","2001","6.0"
"EMMANUELLE","FILLE","2001","6.0"
"FIONA","FILLE","2001","6.0"
"LAURINE","FILLE","2001","6.0"
"LOUNA","FILLE","2001","6.0"
"MAUREEN","FILLE","2001","6.0"
"NOËMIE","FILLE","2001","6.0"
"SARA","FILLE","2001","6.0"
"VICTOIRE","FILLE","2001","6.0"
"YASMINE","FILLE","2001","6.0"
"THOMAS","GARCON","2001","102.0"
"HUGO","GARCON","2001","69.0"
"THÉO","GARCON","2001","68.0"
"CLÉMENT","GARCON","2001","61.0"
"ANTOINE","GARCON","2001","59.0"
"ALEXANDRE","GARCON","2001","57.0"
"LUCAS","GARCON","2001","56.0"
"MAXIME","GARCON","2001","56.0"
"PIERRE","GARCON","2001","54.0"
"MATHIS","GARCON","2001","52.0"
"BAPTISTE","GARCON","2001","47.0"
"LÉO","GARCON","2001","47.0"
"ARTHUR","GARCON","2001","43.0"
"VALENTIN","GARCON","2001","42.0"
"NATHAN","GARCON","2001","41.0"
"LOUIS","GARCON","2001","39.0"
"ROMAIN","GARCON","2001","39.0"
"ALEXIS","GARCON","2001","38.0"
"ENZO","GARCON","2001","38.0"
"PAUL","GARCON","2001","38.0"
"SIMON","GARCON","2001","36.0"
"JULIEN","GARCON","2001","35.0"
"NICOLAS","GARCON","2001","35.0"
"ADRIEN","GARCON","2001","33.0"
"VICTOR","GARCON","2001","33.0"
"BENJAMIN","GARCON","2001","31.0"
"QUENTIN","GARCON","2001","30.0"
"DYLAN","GARCON","2001","29.0"
"JULES","GARCON","2001","29.0"
"TITOUAN","GARCON","2001","29.0"
"TOM","GARCON","2001","28.0"
"CORENTIN","GARCON","2001","27.0"
"FLORIAN","GARCON","2001","26.0"
"MATHIEU","GARCON","2001","26.0"
"AXEL","GARCON","2001","25.0"
"TRISTAN","GARCON","2001","24.0"
"GUILLAUME","GARCON","2001","22.0"
"MAËL","GARCON","2001","22.0"
"MATHÉO","GARCON","2001","22.0"
"MATTÉO","GARCON","2001","22.0"
"DAMIEN","GARCON","2001","20.0"
"KILLIAN","GARCON","2001","20.0"
"SAMUEL","GARCON","2001","20.0"
"FRANÇOIS","GARCON","2001","19.0"
"VINCENT","GARCON","2001","19.0"
"MARTIN","GARCON","2001","18.0"
"ANTONIN","GARCON","2001","17.0"
"MAXENCE","GARCON","2001","17.0"
"MATÉO","GARCON","2001","16.0"
"JÉRÉMY","GARCON","2001","15.0"
"LILIAN","GARCON","2001","15.0"
"NOÉ","GARCON","2001","15.0"
"SACHA","GARCON","2001","15.0"
"TANGUY","GARCON","2001","15.0"
"WILLIAM","GARCON","2001","15.0"
"ANTHONY","GARCON","2001","14.0"
"AURÉLIEN","GARCON","2001","14.0"
"DORIAN","GARCON","2001","14.0"
"JASON","GARCON","2001","14.0"
"KYLIAN","GARCON","2001","14.0"
"MATTHIEU","GARCON","2001","14.0"
"ALAN","GARCON","2001","13.0"
"ARNAUD","GARCON","2001","13.0"
"BASTIEN","GARCON","2001","13.0"
"GABRIEL","GARCON","2001","13.0"
"KÉVIN","GARCON","2001","13.0"
"KILIAN","GARCON","2001","13.0"
"MALO","GARCON","2001","13.0"
"BRYAN","GARCON","2001","12.0"
"ERWAN","GARCON","2001","12.0"
"EVAN","GARCON","2001","12.0"
"GRÉGOIRE","GARCON","2001","12.0"
"THIBAULT","GARCON","2001","12.0"
"ALBAN","GARCON","2001","11.0"
"CHARLES","GARCON","2001","11.0"
"FÉLIX","GARCON","2001","11.0"
"MARIUS","GARCON","2001","11.0"
"RAPHAËL","GARCON","2001","11.0"
"ROBIN","GARCON","2001","11.0"
"YANN","GARCON","2001","11.0"
"DAVID","GARCON","2001","10.0"
"ETIENNE","GARCON","2001","10.0"
"JUSTIN","GARCON","2001","10.0"
"MATHYS","GARCON","2001","10.0"
"MEHDI","GARCON","2001","10.0"
"ARMAND","GARCON","2001","9.0"
"CHRISTOPHER","GARCON","2001","9.0"
"JEAN","GARCON","2001","9.0"
"KEVIN","GARCON","2001","9.0"
"MELVIN","GARCON","2001","9.0"
"RÉMI","GARCON","2001","9.0"
"TIMOTHÉ","GARCON","2001","9.0"
"YANIS","GARCON","2001","9.0"
"ALLAN","GARCON","2001","8.0"
"BRIEUC","GARCON","2001","8.0"
"EMILIEN","GARCON","2001","8.0"
"JORDAN","GARCON","2001","8.0"
"MARC","GARCON","2001","8.0"
"MARVIN","GARCON","2001","8.0"
"RONAN","GARCON","2001","8.0"
"STEVEN","GARCON","2001","8.0"
"ADAM","GARCON","2001","7.0"
"ALEX","GARCON","2001","7.0"
"CHARLY","GARCON","2001","7.0"
"DIMITRI","GARCON","2001","7.0"
"ERWANN","GARCON","2001","7.0"
"ESTEBAN","GARCON","2001","7.0"
"EWEN","GARCON","2001","7.0"
"KYLLIAN","GARCON","2001","7.0"
"LÉOPOLD","GARCON","2001","7.0"
"RYAN","GARCON","2001","7.0"
"SÉBASTIEN","GARCON","2001","7.0"
"SOFIANE","GARCON","2001","7.0"
"SYLVAIN","GARCON","2001","7.0"
"TEDDY","GARCON","2001","7.0"
"WALID","GARCON","2001","7.0"
"BRICE","GARCON","2001","6.0"
"EDGAR","GARCON","2001","6.0"
"ELIE","GARCON","2001","6.0"
"ELOUAN","GARCON","2001","6.0"
"GAËTAN","GARCON","2001","6.0"
"JONATHAN","GARCON","2001","6.0"
"MICKAËL","GARCON","2001","6.0"
"NINO","GARCON","2001","6.0"
"OLIVIER","GARCON","2001","6.0"
"PABLO","GARCON","2001","6.0"
"STANISLAS","GARCON","2001","6.0"
"THIBAUT","GARCON","2001","6.0"
"TIMOTHÉE","GARCON","2001","6.0"
