"PRENOM","SEXE","ANNEE_NAISSANCE","OCCURRENCE"
"MAÏWENN","FILLE","2007","8.0"
"MÉLINA","FILLE","2007","8.0"
"MONA","FILLE","2007","8.0"
"NORA","FILLE","2007","8.0"
"ORLANE","FILLE","2007","8.0"
"SARA","FILLE","2007","8.0"
"COLOMBE","FILLE","2007","7.0"
"FLORE","FILLE","2007","7.0"
"NINON","FILLE","2007","7.0"
"SUZANNE","FILLE","2007","7.0"
"TESS","FILLE","2007","7.0"
"THALIA","FILLE","2007","7.0"
"VICTORIA","FILLE","2007","7.0"
"YASMINE","FILLE","2007","7.0"
"ALBANE","FILLE","2007","6.0"
"ALEXANDRA","FILLE","2007","6.0"
"ARWEN","FILLE","2007","6.0"
"CÉLESTE","FILLE","2007","6.0"
"CHARLINE","FILLE","2007","6.0"
"CLARISSE","FILLE","2007","6.0"
"CONSTANCE","FILLE","2007","6.0"
"DIANE","FILLE","2007","6.0"
"ELÉA","FILLE","2007","6.0"
"EMMY","FILLE","2007","6.0"
"FLORA","FILLE","2007","6.0"
"GARANCE","FILLE","2007","6.0"
"ILONA","FILLE","2007","6.0"
"KENZA","FILLE","2007","6.0"
"LUNA","FILLE","2007","6.0"
"MAYLIS","FILLE","2007","6.0"
"MÉLANIE","FILLE","2007","6.0"
"MORGANE","FILLE","2007","6.0"
"NOA","FILLE","2007","6.0"
"SHANA","FILLE","2007","6.0"
"SOLÈNE","FILLE","2007","6.0"
"SOLINE","FILLE","2007","6.0"
"LOUIS","GARCON","2007","67.0"
"LUCAS","GARCON","2007","67.0"
"ENZO","GARCON","2007","63.0"
"NATHAN","GARCON","2007","62.0"
"ARTHUR","GARCON","2007","61.0"
"JULES","GARCON","2007","55.0"
"PAUL","GARCON","2007","48.0"
"CLÉMENT","GARCON","2007","46.0"
"LÉO","GARCON","2007","43.0"
"HUGO","GARCON","2007","42.0"
"MATHIS","GARCON","2007","42.0"
"MATHÉO","GARCON","2007","41.0"
"TOM","GARCON","2007","41.0"
"ALEXANDRE","GARCON","2007","40.0"
"THÉO","GARCON","2007","38.0"
"ANTOINE","GARCON","2007","37.0"
"TITOUAN","GARCON","2007","34.0"
"ETHAN","GARCON","2007","33.0"
"NOAH","GARCON","2007","32.0"
"TIMÉO","GARCON","2007","32.0"
"ALEXIS","GARCON","2007","31.0"
"BAPTISTE","GARCON","2007","31.0"
"THOMAS","GARCON","2007","31.0"
"EVAN","GARCON","2007","30.0"
"MAXENCE","GARCON","2007","30.0"
"QUENTIN","GARCON","2007","30.0"
"NOÉ","GARCON","2007","29.0"
"PIERRE","GARCON","2007","29.0"
"RAPHAËL","GARCON","2007","29.0"
"VICTOR","GARCON","2007","29.0"
"AXEL","GARCON","2007","28.0"
"EWEN","GARCON","2007","28.0"
"MAËL","GARCON","2007","28.0"
"VALENTIN","GARCON","2007","28.0"
"SIMON","GARCON","2007","27.0"
"YANIS","GARCON","2007","27.0"
"MARTIN","GARCON","2007","26.0"
"MAXIME","GARCON","2007","26.0"
"SACHA","GARCON","2007","26.0"
"NOLAN","GARCON","2007","25.0"
"GABRIEL","GARCON","2007","24.0"
"MALO","GARCON","2007","23.0"
"MARIUS","GARCON","2007","22.0"
"NOA","GARCON","2007","22.0"
"BENJAMIN","GARCON","2007","21.0"
"DORIAN","GARCON","2007","21.0"
"ROMAIN","GARCON","2007","21.0"
"ELOUAN","GARCON","2007","19.0"
"GABIN","GARCON","2007","19.0"
"OSCAR","GARCON","2007","19.0"
"LENNY","GARCON","2007","18.0"
"LILIAN","GARCON","2007","18.0"
"MATHYS","GARCON","2007","18.0"
"ADRIEN","GARCON","2007","17.0"
"ELIOTT","GARCON","2007","15.0"
"NICOLAS","GARCON","2007","15.0"
"SAMUEL","GARCON","2007","15.0"
"TRISTAN","GARCON","2007","15.0"
"ELIOT","GARCON","2007","14.0"
"GASPARD","GARCON","2007","14.0"
"ILAN","GARCON","2007","14.0"
"KYLIAN","GARCON","2007","14.0"
"CORENTIN","GARCON","2007","13.0"
"DYLAN","GARCON","2007","13.0"
"ESTEBAN","GARCON","2007","13.0"
"ADAM","GARCON","2007","12.0"
"FLORIAN","GARCON","2007","12.0"
"JULIEN","GARCON","2007","12.0"
"LORENZO","GARCON","2007","12.0"
"MATTÉO","GARCON","2007","12.0"
"THIBAULT","GARCON","2007","12.0"
"ALBAN","GARCON","2007","11.0"
"ANATOLE","GARCON","2007","11.0"
"ANTONIN","GARCON","2007","11.0"
"ARMAND","GARCON","2007","11.0"
"EDGAR","GARCON","2007","11.0"
"NINO","GARCON","2007","11.0"
"CAMILLE","GARCON","2007","10.0"
"JEAN","GARCON","2007","10.0"
"KENZO","GARCON","2007","10.0"
"NAËL","GARCON","2007","10.0"
"TIMOTHÉ","GARCON","2007","10.0"
"WILLIAM","GARCON","2007","10.0"
"JUSTIN","GARCON","2007","9.0"
"LOUKA","GARCON","2007","9.0"
"MATHIAS","GARCON","2007","9.0"
"NOLANN","GARCON","2007","9.0"
"RAYAN","GARCON","2007","9.0"
"ROBIN","GARCON","2007","9.0"
"RUBEN","GARCON","2007","9.0"
"AARON","GARCON","2007","8.0"
"BASTIEN","GARCON","2007","8.0"
"CHARLY","GARCON","2007","8.0"
"DIEGO","GARCON","2007","8.0"
"ERWAN","GARCON","2007","8.0"
"KILLIAN","GARCON","2007","8.0"
"LÉON","GARCON","2007","8.0"
"LIAM","GARCON","2007","8.0"
"MARIN","GARCON","2007","8.0"
"MATÉO","GARCON","2007","8.0"
"MATHIEU","GARCON","2007","8.0"
"MELVYN","GARCON","2007","8.0"
"MILAN","GARCON","2007","8.0"
"MOHAMED","GARCON","2007","8.0"
"ROMAN","GARCON","2007","8.0"
"ALAN","GARCON","2007","7.0"
"AMAURY","GARCON","2007","7.0"
"AMINE","GARCON","2007","7.0"
"AUGUSTIN","GARCON","2007","7.0"
"CHARLES","GARCON","2007","7.0"
"CYPRIEN","GARCON","2007","7.0"
"DAMIEN","GARCON","2007","7.0"
"EVANN","GARCON","2007","7.0"
"EWAN","GARCON","2007","7.0"
"GUILLAUME","GARCON","2007","7.0"
"ISAAC","GARCON","2007","7.0"
"JOSEPH","GARCON","2007","7.0"
"LUCIEN","GARCON","2007","7.0"
"MALONE","GARCON","2007","7.0"
"MATTHIEU","GARCON","2007","7.0"
"NOAM","GARCON","2007","7.0"
"OWEN","GARCON","2007","7.0"
"RÉMI","GARCON","2007","7.0"
"SWANN","GARCON","2007","7.0"
"TEDDY","GARCON","2007","7.0"
"CÔME","GARCON","2007","6.0"
"ELIE","GARCON","2007","6.0"
"ELLIOT","GARCON","2007","6.0"
"EMILIEN","GARCON","2007","6.0"
"ISMAËL","GARCON","2007","6.0"
"KILIAN","GARCON","2007","6.0"
"LORIS","GARCON","2007","6.0"
"MERLIN","GARCON","2007","6.0"
"MORGAN","GARCON","2007","6.0"
"NILS","GARCON","2007","6.0"
"NOHAM","GARCON","2007","6.0"
"PABLO","GARCON","2007","6.0"
"SASHA","GARCON","2007","6.0"
"TÉO","GARCON","2007","6.0"
"ULYSSE","GARCON","2007","6.0"
"YANNIS","GARCON","2007","6.0"
"YOUNES","GARCON","2007","6.0"
"EMMA","FILLE","2006","59.0"
"CAMILLE","FILLE","2006","56.0"
"MANON","FILLE","2006","54.0"
"CLARA","FILLE","2006","53.0"
"ZOÉ","FILLE","2006","45.0"
"LÉA","FILLE","2006","43.0"
"JADE","FILLE","2006","42.0"
"LOUISE","FILLE","2006","42.0"
"LOLA","FILLE","2006","41.0"
"CHLOÉ","FILLE","2006","40.0"
"JEANNE","FILLE","2006","40.0"
"JULIETTE","FILLE","2006","39.0"
"ROMANE","FILLE","2006","38.0"
"SARAH","FILLE","2006","38.0"
"ANAÏS","FILLE","2006","37.0"
"LILOU","FILLE","2006","35.0"
"LÉNA","FILLE","2006","34.0"
"INÈS","FILLE","2006","33.0"
"MARIE","FILLE","2006","30.0"
"LOUNA","FILLE","2006","29.0"
"PAULINE","FILLE","2006","29.0"
"CHARLOTTE","FILLE","2006","28.0"
"CLÉMENCE","FILLE","2006","28.0"
"AMBRE","FILLE","2006","27.0"
"JULIE","FILLE","2006","27.0"
"LISA","FILLE","2006","27.0"
"ANNA","FILLE","2006","26.0"
"LUCIE","FILLE","2006","25.0"
"EVA","FILLE","2006","23.0"
"MAËLYS","FILLE","2006","23.0"
"ALICE","FILLE","2006","22.0"
"CÉLIA","FILLE","2006","22.0"
"MATHILDE","FILLE","2006","20.0"
"CAPUCINE","FILLE","2006","18.0"
"ELISE","FILLE","2006","18.0"
"NINA","FILLE","2006","18.0"
"NOÉMIE","FILLE","2006","18.0"
"AGATHE","FILLE","2006","17.0"
"MARGOT","FILLE","2006","17.0"
"ROSE","FILLE","2006","17.0"
"ENORA","FILLE","2006","16.0"
"LOU","FILLE","2006","16.0"
"LAURA","FILLE","2006","15.0"
"LÉONIE","FILLE","2006","15.0"
"MAËVA","FILLE","2006","15.0"
"OCÉANE","FILLE","2006","15.0"
"ANGÈLE","FILLE","2006","14.0"
"EMILIE","FILLE","2006","14.0"
"MARGAUX","FILLE","2006","14.0"
"LILA","FILLE","2006","13.0"
"MARION","FILLE","2006","13.0"
"MAYA","FILLE","2006","13.0"
"MÉLINE","FILLE","2006","13.0"
"MÉLISSA","FILLE","2006","13.0"
"NINON","FILLE","2006","13.0"
"SALOMÉ","FILLE","2006","13.0"
"ADÈLE","FILLE","2006","12.0"
"CLÉMENTINE","FILLE","2006","12.0"
"JUSTINE","FILLE","2006","12.0"
"FAUSTINE","FILLE","2006","11.0"
"LUCILE","FILLE","2006","11.0"
"LUNA","FILLE","2006","11.0"
"MAÏWENN","FILLE","2006","11.0"
"ALIX","FILLE","2006","10.0"
"AMÉLIE","FILLE","2006","10.0"
"BLANCHE","FILLE","2006","10.0"
"CARLA","FILLE","2006","10.0"
"ELISA","FILLE","2006","10.0"
"FLAVIE","FILLE","2006","10.0"
"JULIA","FILLE","2006","10.0"
"LÉANE","FILLE","2006","10.0"
"LISE","FILLE","2006","10.0"
"LOUANE","FILLE","2006","10.0"
"NORAH","FILLE","2006","10.0"
"ANAËLLE","FILLE","2006","9.0"
"ANOUK","FILLE","2006","9.0"
"GARANCE","FILLE","2006","9.0"
"LILY","FILLE","2006","9.0"
"LISON","FILLE","2006","9.0"
"MAËLLE","FILLE","2006","9.0"
"MARINE","FILLE","2006","9.0"
"VALENTINE","FILLE","2006","9.0"
"ALICIA","FILLE","2006","8.0"
"AMANDINE","FILLE","2006","8.0"
"AXELLE","FILLE","2006","8.0"
"CHARLINE","FILLE","2006","8.0"
"CLARISSE","FILLE","2006","8.0"
"ELENA","FILLE","2006","8.0"
"MÉLINA","FILLE","2006","8.0"
"ALBANE","FILLE","2006","7.0"
"ALEXIA","FILLE","2006","7.0"
"CANDICE","FILLE","2006","7.0"
"CASSANDRE","FILLE","2006","7.0"
"CLOÉ","FILLE","2006","7.0"
"COLINE","FILLE","2006","7.0"
"CONSTANCE","FILLE","2006","7.0"
"DAPHNÉ","FILLE","2006","7.0"
"ELOÏSE","FILLE","2006","7.0"
"ELSA","FILLE","2006","7.0"
"ILONA","FILLE","2006","7.0"
"LINA","FILLE","2006","7.0"
"LOANE","FILLE","2006","7.0"
"LOUANNE","FILLE","2006","7.0"
"MAÏLYS","FILLE","2006","7.0"
"SOLENN","FILLE","2006","7.0"
"THAÏS","FILLE","2006","7.0"
"ALYCIA","FILLE","2006","6.0"
"AUDREY","FILLE","2006","6.0"
"ELINA","FILLE","2006","6.0"
"GABRIELLE","FILLE","2006","6.0"
"JASMINE","FILLE","2006","6.0"
"LAURINE","FILLE","2006","6.0"
"LEELOU","FILLE","2006","6.0"
"LOU-ANN","FILLE","2006","6.0"
"LOUISA","FILLE","2006","6.0"
"MORGANE","FILLE","2006","6.0"
"NORA","FILLE","2006","6.0"
"PRUNE","FILLE","2006","6.0"
"VICTORIA","FILLE","2006","6.0"
"VIOLETTE","FILLE","2006","6.0"
"LUCAS","GARCON","2006","65.0"
"ARTHUR","GARCON","2006","55.0"
"NATHAN","GARCON","2006","54.0"
"ENZO","GARCON","2006","51.0"
"TITOUAN","GARCON","2006","51.0"
"LOUIS","GARCON","2006","49.0"
"MATHIS","GARCON","2006","49.0"
"CLÉMENT","GARCON","2006","44.0"
"HUGO","GARCON","2006","42.0"
"JULES","GARCON","2006","42.0"
"THOMAS","GARCON","2006","42.0"
"YANIS","GARCON","2006","38.0"
"ALEXANDRE","GARCON","2006","37.0"
"ANTOINE","GARCON","2006","37.0"
"QUENTIN","GARCON","2006","37.0"
"TOM","GARCON","2006","37.0"
"ETHAN","GARCON","2006","35.0"
"MAXIME","GARCON","2006","35.0"
"PAUL","GARCON","2006","35.0"
"AXEL","GARCON","2006","34.0"
"VICTOR","GARCON","2006","34.0"
"GABRIEL","GARCON","2006","33.0"
"EVAN","GARCON","2006","31.0"
"NOAH","GARCON","2006","31.0"
"SIMON","GARCON","2006","31.0"
"MALO","GARCON","2006","30.0"
"MATHÉO","GARCON","2006","30.0"
"NOÉ","GARCON","2006","30.0"
"PIERRE","GARCON","2006","30.0"
"THÉO","GARCON","2006","30.0"
"ALEXIS","GARCON","2006","29.0"
"SACHA","GARCON","2006","29.0"
"MAXENCE","GARCON","2006","28.0"
"GABIN","GARCON","2006","27.0"
"MARTIN","GARCON","2006","27.0"
"VALENTIN","GARCON","2006","27.0"
"LÉO","GARCON","2006","26.0"
"NOLAN","GARCON","2006","26.0"
"ROMAIN","GARCON","2006","24.0"
"MAËL","GARCON","2006","23.0"
"RAPHAËL","GARCON","2006","23.0"
"BAPTISTE","GARCON","2006","22.0"
"MARIUS","GARCON","2006","21.0"
"LENNY","GARCON","2006","19.0"
"TIMÉO","GARCON","2006","19.0"
"BENJAMIN","GARCON","2006","18.0"
"DORIAN","GARCON","2006","18.0"
"KYLIAN","GARCON","2006","18.0"
"SAMUEL","GARCON","2006","18.0"
"EWEN","GARCON","2006","17.0"
"NICOLAS","GARCON","2006","17.0"
"NOA","GARCON","2006","17.0"
"RAYAN","GARCON","2006","17.0"
"TRISTAN","GARCON","2006","17.0"
"ANTONIN","GARCON","2006","16.0"
"CORENTIN","GARCON","2006","16.0"
"ELIOTT","GARCON","2006","16.0"
"ELOUAN","GARCON","2006","16.0"
"JULIEN","GARCON","2006","16.0"
"DYLAN","GARCON","2006","14.0"
"GASPARD","GARCON","2006","14.0"
"ILAN","GARCON","2006","14.0"
"TIMOTHÉ","GARCON","2006","14.0"
"ADRIEN","GARCON","2006","13.0"
"BASTIEN","GARCON","2006","13.0"
"FLORIAN","GARCON","2006","13.0"
"LILIAN","GARCON","2006","13.0"
"MATHIEU","GARCON","2006","13.0"
"MATTÉO","GARCON","2006","13.0"
"PABLO","GARCON","2006","13.0"
"ADAM","GARCON","2006","12.0"
"ERWAN","GARCON","2006","12.0"
"LORENZO","GARCON","2006","12.0"
"OWEN","GARCON","2006","12.0"
"ELIOT","GARCON","2006","11.0"
"EVANN","GARCON","2006","11.0"
"KÉVIN","GARCON","2006","11.0"
"MATHYS","GARCON","2006","11.0"
"NOLANN","GARCON","2006","11.0"
"TIMOTHÉE","GARCON","2006","11.0"
"ANATOLE","GARCON","2006","10.0"
"ELIE","GARCON","2006","10.0"
"HIPPOLYTE","GARCON","2006","10.0"
"LIAM","GARCON","2006","10.0"
"ANGELO","GARCON","2006","9.0"
"DIEGO","GARCON","2006","9.0"
"FÉLIX","GARCON","2006","9.0"
"JOHAN","GARCON","2006","9.0"
"MATHIAS","GARCON","2006","9.0"
"MELVIN","GARCON","2006","9.0"
"MOHAMED","GARCON","2006","9.0"
"OSCAR","GARCON","2006","9.0"
"AMAURY","GARCON","2006","8.0"
"ARMAND","GARCON","2006","8.0"
"DAVID","GARCON","2006","8.0"
"ELLIOT","GARCON","2006","8.0"
"EMILIEN","GARCON","2006","8.0"
"ESTEBAN","GARCON","2006","8.0"
"EWAN","GARCON","2006","8.0"
"JASON","GARCON","2006","8.0"
"JEAN","GARCON","2006","8.0"
"JÉRÉMY","GARCON","2006","8.0"
"KENZO","GARCON","2006","8.0"
"KILLIAN","GARCON","2006","8.0"
"MATÉO","GARCON","2006","8.0"
"MATTHIEU","GARCON","2006","8.0"
"NINO","GARCON","2006","8.0"
"NOAM","GARCON","2006","8.0"
"TIAGO","GARCON","2006","8.0"
"AMINE","GARCON","2006","7.0"
"AURÉLIEN","GARCON","2006","7.0"
"CÔME","GARCON","2006","7.0"
"DAMIEN","GARCON","2006","7.0"
"ETIENNE","GARCON","2006","7.0"
"JOSHUA","GARCON","2006","7.0"
"JULIAN","GARCON","2006","7.0"
"MATIS","GARCON","2006","7.0"
"ROBIN","GARCON","2006","7.0"
"THIBAULT","GARCON","2006","7.0"
"YANN","GARCON","2006","7.0"
"ALBAN","GARCON","2006","6.0"
"ARSÈNE","GARCON","2006","6.0"
"EDGAR","GARCON","2006","6.0"
"EDOUARD","GARCON","2006","6.0"
"JIMMY","GARCON","2006","6.0"
"JORDAN","GARCON","2006","6.0"
"KYLLIAN","GARCON","2006","6.0"
"MARIN","GARCON","2006","6.0"
"MERLIN","GARCON","2006","6.0"
"NAËL","GARCON","2006","6.0"
"RÉMI","GARCON","2006","6.0"
"RUBEN","GARCON","2006","6.0"
"SASHA","GARCON","2006","6.0"
"SOLAL","GARCON","2006","6.0"
"EMMA","FILLE","2005","64.0"
"CLARA","FILLE","2005","53.0"
"LÉA","FILLE","2005","50.0"
"MANON","FILLE","2005","49.0"
"CAMILLE","FILLE","2005","47.0"
"CHLOÉ","FILLE","2005","46.0"
"ROMANE","FILLE","2005","45.0"
"LUCIE","FILLE","2005","44.0"
"INÈS","FILLE","2005","42.0"
"JEANNE","FILLE","2005","42.0"
"LOUISE","FILLE","2005","41.0"
"JADE","FILLE","2005","39.0"
"MARIE","FILLE","2005","37.0"
"SARAH","FILLE","2005","37.0"
"LILOU","FILLE","2005","35.0"
"ANAÏS","FILLE","2005","31.0"
"EVA","FILLE","2005","31.0"
"JULIETTE","FILLE","2005","31.0"
"MATHILDE","FILLE","2005","29.0"
"LÉNA","FILLE","2005","28.0"
"LOLA","FILLE","2005","28.0"
"CLÉMENCE","FILLE","2005","26.0"
"ZOÉ","FILLE","2005","26.0"
"JULIE","FILLE","2005","25.0"
"NOÉMIE","FILLE","2005","25.0"
"LAURA","FILLE","2005","24.0"
"ALICE","FILLE","2005","23.0"
"OCÉANE","FILLE","2005","23.0"
"ELISA","FILLE","2005","22.0"
"MAËLLE","FILLE","2005","22.0"
"LÉONIE","FILLE","2005","21.0"
"LOU","FILLE","2005","21.0"
"PAULINE","FILLE","2005","21.0"
"MAËLYS","FILLE","2005","20.0"
"NINA","FILLE","2005","20.0"
"AMBRE","FILLE","2005","19.0"
"CANDICE","FILLE","2005","19.0"
"AGATHE","FILLE","2005","18.0"
"ANNA","FILLE","2005","18.0"
"CHARLOTTE","FILLE","2005","18.0"
"ENORA","FILLE","2005","18.0"
"LOUNA","FILLE","2005","18.0"
"MARION","FILLE","2005","18.0"
"ILONA","FILLE","2005","17.0"
"MARINE","FILLE","2005","17.0"
"MÉLISSA","FILLE","2005","16.0"
"MARGOT","FILLE","2005","15.0"
"SALOMÉ","FILLE","2005","15.0"
"AMANDINE","FILLE","2005","14.0"
"MARGAUX","FILLE","2005","14.0"
"ADÈLE","FILLE","2005","13.0"
"ALICIA","FILLE","2005","13.0"
"AXELLE","FILLE","2005","13.0"
"ELISE","FILLE","2005","13.0"
"EMILIE","FILLE","2005","13.0"
"MAËVA","FILLE","2005","13.0"
"ROSE","FILLE","2005","13.0"
"CARLA","FILLE","2005","12.0"
"CLARISSE","FILLE","2005","12.0"
"LISA","FILLE","2005","12.0"
"CÉLIA","FILLE","2005","11.0"
"CLÉMENTINE","FILLE","2005","11.0"
"JUSTINE","FILLE","2005","11.0"
"LILY","FILLE","2005","11.0"
"LINA","FILLE","2005","11.0"
"LUNA","FILLE","2005","11.0"
"ELOÏSE","FILLE","2005","10.0"
"FANNY","FILLE","2005","10.0"
"LILA","FILLE","2005","10.0"
"MAYA","FILLE","2005","10.0"
"MORGANE","FILLE","2005","10.0"
"SOLÈNE","FILLE","2005","10.0"
"AURORE","FILLE","2005","9.0"
"CAPUCINE","FILLE","2005","9.0"
"CLOÉ","FILLE","2005","9.0"
"ELSA","FILLE","2005","9.0"
"GABRIELLE","FILLE","2005","9.0"
"LAURINE","FILLE","2005","9.0"
"LOANE","FILLE","2005","9.0"
"MAÏLYS","FILLE","2005","9.0"
"NINON","FILLE","2005","9.0"
"NOA","FILLE","2005","9.0"
"ANOUK","FILLE","2005","8.0"
"COLINE","FILLE","2005","8.0"
"ELÉA","FILLE","2005","8.0"
"EMELINE","FILLE","2005","8.0"
"JOSÉPHINE","FILLE","2005","8.0"
"LANA","FILLE","2005","8.0"
"MAÏWENN","FILLE","2005","8.0"
"MÉLINA","FILLE","2005","8.0"
"NORA","FILLE","2005","8.0"
"PALOMA","FILLE","2005","8.0"
"SARA","FILLE","2005","8.0"
"THAÏS","FILLE","2005","8.0"
"ALIX","FILLE","2005","7.0"
"ANAËLLE","FILLE","2005","7.0"
"ANGÈLE","FILLE","2005","7.0"
"ELINA","FILLE","2005","7.0"
"FAUSTINE","FILLE","2005","7.0"
"LEÏLA","FILLE","2005","7.0"
"LISE","FILLE","2005","7.0"
"LISON","FILLE","2005","7.0"
"LOU-ANNE","FILLE","2005","7.0"
"AUDREY","FILLE","2005","6.0"
"BLANCHE","FILLE","2005","6.0"
"CASSANDRA","FILLE","2005","6.0"
"CASSANDRE","FILLE","2005","6.0"
"CLAIRE","FILLE","2005","6.0"
"FLAVIE","FILLE","2005","6.0"
"FLORA","FILLE","2005","6.0"
"GLADYS","FILLE","2005","6.0"
"HÉLOÏSE","FILLE","2005","6.0"
"INES","FILLE","2005","6.0"
"JULIA","FILLE","2005","6.0"
"LALIE","FILLE","2005","6.0"
"LÉANE","FILLE","2005","6.0"
"LILI","FILLE","2005","6.0"
"LOUANE","FILLE","2005","6.0"
"LOUANN","FILLE","2005","6.0"
"MAÏNA","FILLE","2005","6.0"
"MÉLINE","FILLE","2005","6.0"
"MILA","FILLE","2005","6.0"
"NAOMI","FILLE","2005","6.0"
"ROXANE","FILLE","2005","6.0"
"SALMA","FILLE","2005","6.0"
"SIDONIE","FILLE","2005","6.0"
"TESS","FILLE","2005","6.0"
"VALENTINE","FILLE","2005","6.0"
"ENZO","GARCON","2005","69.0"
"MATHIS","GARCON","2005","62.0"
"NATHAN","GARCON","2005","58.0"
"THOMAS","GARCON","2005","56.0"
"HUGO","GARCON","2005","54.0"
"PAUL","GARCON","2005","49.0"
"ARTHUR","GARCON","2005","48.0"
"BAPTISTE","GARCON","2005","47.0"
"CLÉMENT","GARCON","2005","46.0"
"THÉO","GARCON","2005","44.0"
"LUCAS","GARCON","2005","43.0"
"ANTOINE","GARCON","2005","41.0"
"TOM","GARCON","2005","41.0"
"JULES","GARCON","2005","39.0"
"LOUIS","GARCON","2005","39.0"
"NOAH","GARCON","2005","39.0"
"PIERRE","GARCON","2005","37.0"
"LÉO","GARCON","2005","36.0"
"ALEXIS","GARCON","2005","34.0"
"SACHA","GARCON","2005","33.0"
"MAXIME","GARCON","2005","32.0"
"RAPHAËL","GARCON","2005","30.0"
"MATHÉO","GARCON","2005","29.0"
"ALEXANDRE","GARCON","2005","28.0"
"MAËL","GARCON","2005","28.0"
"TITOUAN","GARCON","2005","28.0"
"MAXENCE","GARCON","2005","27.0"
"ROMAIN","GARCON","2005","27.0"
"EVAN","GARCON","2005","26.0"
"VICTOR","GARCON","2005","26.0"
"NOLAN","GARCON","2005","25.0"
"VALENTIN","GARCON","2005","25.0"
"MARTIN","GARCON","2005","24.0"
"AXEL","GARCON","2005","23.0"
"MALO","GARCON","2005","23.0"
"NOA","GARCON","2005","23.0"
"SIMON","GARCON","2005","22.0"
"GABRIEL","GARCON","2005","21.0"
"NOÉ","GARCON","2005","21.0"
"QUENTIN","GARCON","2005","21.0"
"YANIS","GARCON","2005","21.0"
"MATHIEU","GARCON","2005","20.0"
"ADRIEN","GARCON","2005","19.0"
"CORENTIN","GARCON","2005","19.0"
"EWEN","GARCON","2005","19.0"
"MARIUS","GARCON","2005","19.0"
"ELIOTT","GARCON","2005","17.0"
"MATTÉO","GARCON","2005","17.0"
"TIMÉO","GARCON","2005","17.0"
"ETHAN","GARCON","2005","16.0"
"FÉLIX","GARCON","2005","16.0"
"GABIN","GARCON","2005","16.0"
"GASPARD","GARCON","2005","16.0"
"KILLIAN","GARCON","2005","16.0"
"KYLIAN","GARCON","2005","16.0"
"BASTIEN","GARCON","2005","15.0"
"DYLAN","GARCON","2005","15.0"
"JULIEN","GARCON","2005","15.0"
"BENJAMIN","GARCON","2005","14.0"
"ESTEBAN","GARCON","2005","13.0"
"LENNY","GARCON","2005","13.0"
"MATTHIEU","GARCON","2005","13.0"
"MOHAMED","GARCON","2005","13.0"
"DORIAN","GARCON","2005","12.0"
"ERWAN","GARCON","2005","12.0"
"GUILLAUME","GARCON","2005","12.0"
"KILIAN","GARCON","2005","12.0"
"MATHYS","GARCON","2005","12.0"
"NICOLAS","GARCON","2005","11.0"
"SAMUEL","GARCON","2005","11.0"
"ADAM","GARCON","2005","10.0"
"ALBAN","GARCON","2005","10.0"
"ANTONIN","GARCON","2005","10.0"
"FLORIAN","GARCON","2005","10.0"
"LILIAN","GARCON","2005","10.0"
"TRISTAN","GARCON","2005","10.0"
"ALEX","GARCON","2005","9.0"
"ANATOLE","GARCON","2005","9.0"
"CYPRIEN","GARCON","2005","9.0"
"ETIENNE","GARCON","2005","9.0"
"EWAN","GARCON","2005","9.0"
"NOLANN","GARCON","2005","9.0"
"OSCAR","GARCON","2005","9.0"
"ROBIN","GARCON","2005","9.0"
"THIBAULT","GARCON","2005","9.0"
"WILLIAM","GARCON","2005","9.0"
"ALAN","GARCON","2005","8.0"
"ELOUAN","GARCON","2005","8.0"
"ERWANN","GARCON","2005","8.0"
"JÉRÉMY","GARCON","2005","8.0"
"JOSEPH","GARCON","2005","8.0"
"KÉVIN","GARCON","2005","8.0"
"MATÉO","GARCON","2005","8.0"
"NINO","GARCON","2005","8.0"
"RAYAN","GARCON","2005","8.0"
"TIMOTHÉE","GARCON","2005","8.0"
"ARMAND","GARCON","2005","7.0"
"AUGUSTIN","GARCON","2005","7.0"
"AURÉLIEN","GARCON","2005","7.0"
"BASILE","GARCON","2005","7.0"
"BILAL","GARCON","2005","7.0"
"DAMIEN","GARCON","2005","7.0"
"LOUISON","GARCON","2005","7.0"
"MATHIAS","GARCON","2005","7.0"
"PABLO","GARCON","2005","7.0"
"TÉO","GARCON","2005","7.0"
"AMINE","GARCON","2005","6.0"
"ANTHONY","GARCON","2005","6.0"
"CÔME","GARCON","2005","6.0"
"ELIAS","GARCON","2005","6.0"
"ELIE","GARCON","2005","6.0"
"EMILIEN","GARCON","2005","6.0"
"HECTOR","GARCON","2005","6.0"
"ILAN","GARCON","2005","6.0"
"JASON","GARCON","2005","6.0"
"JEAN","GARCON","2005","6.0"
"JOHAN","GARCON","2005","6.0"
"JORDAN","GARCON","2005","6.0"
"LUCIEN","GARCON","2005","6.0"
"LUKAS","GARCON","2005","6.0"
"MEHDI","GARCON","2005","6.0"
"MICKAËL","GARCON","2005","6.0"
"NELSON","GARCON","2005","6.0"
"NOAM","GARCON","2005","6.0"
"RAFAËL","GARCON","2005","6.0"
"TANGUY","GARCON","2005","6.0"
"TONY","GARCON","2005","6.0"
"ULYSSE","GARCON","2005","6.0"
"YACINE","GARCON","2005","6.0"
"MANON","FILLE","2004","53.0"
"EMMA","FILLE","2004","40.0"
"LÉA","FILLE","2004","39.0"
"CAMILLE","FILLE","2004","36.0"
"INÈS","FILLE","2004","34.0"
